Confidence Value,Gene Name Interactor A,Gene Name Interactor B
0.82,RHOB,ANLN
0.82,RHOB,RICTOR
0.82,RHOB,CHCHD3
0.82,RHOB,TRMT10C
0.82,RHOB,PCNX3
0.82,RHOB,DDX56
0.82,RHOB,TRPM7
0.82,RHOB,ZDHHC20
0.82,RHOB,RALGAPA1
0.82,RHOB,DEPDC1B
0.82,RHOB,TENM3
0.82,RHOB,CCDC88A
0.82,RHOB,11-Sep
0.82,RHOB,PPP1R9A
0.82,RHOB,CEP55
0.82,RHOB,SLC6A15
0.82,RHOB,UACA
0.82,RHOB,LAMTOR1
0.82,RHOB,KIRREL1
0.82,RHOB,STEAP3
0.82,RHOB,CLCN7
0.82,RHOB,BAIAP2L1
0.82,RHOB,CNP
0.82,RHOB,ERBIN
0.82,RHOB,CTNNA1
0.82,RHOB,CSNK1A1
0.82,RHOB,CSNK1G3
0.82,RHOB,CPD
0.82,RHOB,PARD3
0.82,RHOB,DAG1
0.82,RHOB,ZC3HAV1
0.82,RHOB,FMN2
0.82,RHOB,JPH1
0.82,RHOB,CXADR
0.82,RHOB,CTNND1
0.82,RHOB,DSG2
0.82,RHOB,DSC2
0.82,RHOB,ECT2
0.82,RHOB,DHCR7
0.82,RHOB,NCLN
0.82,RHOB,DLG1
0.82,RHOB,DIAPH2
0.82,RHOB,EPHA2
0.82,RHOB,EGFR
0.82,RHOB,EFNB1
0.82,RHOB,VANGL2
0.82,RHOB,SLC39A10
0.82,RHOB,ARHGAP21
0.82,RHOB,ESYT2
0.82,RHOB,KIDINS220
0.82,RHOB,RALGAPB
0.82,RHOB,CBARP
0.82,RHOB,NCKAP5L
0.82,RHOB,SHROOM3
0.82,RHOB,EPB41L5
0.82,RHOB,KIAA1549
0.82,RHOB,IFNGR1
0.82,RHOB,IGSF3
0.82,RHOB,ITGB1
0.82,RHOB,ITGA2
0.82,RHOB,ITGA6
0.82,RHOB,INPPL1
0.82,RHOB,IGF2R
0.82,RHOB,JUP
0.82,RHOB,LLGL1
0.82,RHOB,HIP1
0.82,RHOB,HLA-A
0.82,RHOB,HLA-C
0.82,RHOB,CTDSP1
0.82,RHOB,EPHB4
0.82,RHOB,STOM
0.82,RHOB,EPHA7
0.82,RHOB,SLC29A1
0.82,RHOB,EPB41L1
0.82,RHOB,MARK2
0.82,RHOB,FLOT2
0.82,RHOB,ACSL4
0.82,RHOB,GJA1
0.82,RHOB,PLEKHA1
0.82,RHOB,PALM
0.82,RHOB,PAK2
0.82,RHOB,PCDH7
0.82,RHOB,PLXNA1
0.82,RHOB,PLD1
0.82,RHOB,PKP2
0.82,RHOB,PIK3R1
0.82,RHOB,PIK3R2
0.82,RHOB,PI4KA
0.85,RHOB,PKN1
0.82,RHOB,PKN2
0.82,RHOB,PODXL
0.82,RHOB,PTPRG
0.82,RHOB,PTPN13
0.82,RHOB,PTPN14
0.82,RHOB,NECTIN2
0.82,RHOB,PALM2
0.85,RHOB,ROCK1
0.82,RHOB,ROBO1
0.78,RHOB,RTKN
0.82,RHOB,FMNL2
0.82,RHOB,STK11IP
0.82,RHOB,GPRIN1
0.82,RHOB,NF2
0.82,RHOB,MYO9B
0.82,RHOB,MYO9A
0.82,RHOB,MYO1E
0.82,RHOB,MYO6
0.82,RHOB,OPA1
0.82,RHOB,ROR2
0.82,RHOB,NSF
0.82,RHOB,NOTCH1
0.82,RHOB,NOTCH2
0.82,RHOB,MARCKS
0.82,RHOB,LYN
0.82,RHOB,LRP6
0.82,RHOB,LRP4
0.82,RHOB,LNPEP
0.82,RHOB,CD99
0.82,RHOB,MCAM
0.82,RHOB,MARK3
0.82,RHOB,MSN
0.82,RHOB,ABCC1
0.82,RHOB,SLC30A1
0.82,RHOB,RAB7A
0.82,RHOB,PARD3B
0.82,RHOB,SLC7A5
0.82,RHOB,IRS4
0.82,RHOB,CDC42BPA
0.82,RHOB,STX7
0.82,RHOB,PPFIBP1
0.82,RHOB,PICALM
0.82,RHOB,NUMB
0.82,RHOB,CASK
0.82,RHOB,DGKD
0.82,RHOB,PPFIA1
0.82,RHOB,PKP4
0.82,RHOB,DDX18
0.82,RHOB,IQGAP1
0.82,RHOB,SNAP23
0.82,RHOB,MTMR1
0.82,RHOB,SDC2
0.82,RHOB,SBF1
0.82,RHOB,SNTB1
0.82,RHOB,SPTBN1
0.82,RHOB,SRC
0.82,RHOB,SPTBN2
0.82,RHOB,SPTAN1
0.82,RHOB,SLC20A2
0.82,RHOB,SLC19A1
0.82,RHOB,SLC25A1
0.82,RHOB,SLC16A1
0.82,RHOB,SLC12A2
0.82,RHOB,SLC7A2
0.82,RHOB,SLC7A1
0.82,RHOB,SLC9A1
0.82,RHOB,SLC6A8
0.82,RHOB,SLC6A6
0.82,RHOB,SLC3A2
0.82,RHOB,SLC2A1
0.82,RHOB,SLC1A5
0.82,RHOB,STK10
0.82,RHOB,VAMP7
0.82,RHOB,STXBP3
0.82,RHOB,STX3
0.82,RHOB,FCHO2
0.82,RHOB,TJP1
0.82,RHOB,TIAM1
0.82,RHOB,TFRC
0.82,RHOB,TULP3
0.82,RHOB,YES1
0.82,RHOB,UTRN
0.82,RHOB,KIAA0754
0.82,RHOB,FAM83B
0.82,RHOB,EFR3B
0.82,RHOB,EPN2
0.82,RHOB,NUP205
0.82,RHOB,EFR3A
0.82,RHOB,SIPA1L3
0.82,RHOB,ARHGEF12
0.82,RHOB,DOCK9
0.82,RHOB,ESYT1
0.82,RHOB,AHCYL2
0.82,RHOB,ARHGEF18
0.82,RHOB,EHBP1
0.82,RHOB,VPS13A
0.82,RHOB,ADGRL2
0.82,RHOB,SCAMP1
0.82,RHOB,CDC42BPB
0.82,RHOB,MAP4K4
0.82,RHOB,TJP2
0.82,RHOB,AKAP5
0.82,RHOB,SLC4A7
0.91,RHOB,ROCK2
0.82,RHOB,RASAL2
0.82,RHOB,BMS1
0.82,RHOB,ARHGAP32
0.82,RHOB,SLK
0.82,RHOB,USP6NL
0.82,RHOB,FAM171A1
0.82,RHOB,CDC42EP4
0.82,RHOB,SCRIB
0.82,RHOB,SLC39A14
0.82,RHOB,KIF14
0.82,RHOB,C2CD5
0.82,RHOB,ARHGEF11
0.82,RHOB,SH3BP4
0.82,RHOB,CEMIP2
0.88,RHOB,ARHGEF2
0.82,RHOB,ANO6
0.82,RHOB,GPRC5A
0.82,RHOB,HIP1R
0.82,RHOB,MPZL1
0.82,RHOB,VAMP3
0.82,RHOB,SNAP29
0.82,RHOB,DLG5
0.82,RHOB,XPR1
0.82,RHOB,ABCC5
0.82,RHOB,PANX1
0.82,RHOB,YKT6
0.82,RHOB,FRS2
0.82,RHOB,SLC12A7
0.82,RHOB,PAK4
0.82,RHOB,FARP1
0.82,RHOB,BAIAP2
0.82,RHOB,BASP1
0.82,RHOB,NDRG1
0.82,RHOB,EHD1
0.82,RHOB,FERMT2
0.82,RHOB,CDC42EP1
0.82,RHOB,NISCH
0.82,RHOB,WDR6
0.82,RHOB,DDX52
0.82,RHOB,ZDHHC5
0.82,RHOB,VPS45
0.82,RHOB,TMEM87A
0.82,RHOB,SLC39A6
0.82,RHOB,PHLDB2
0.82,RHOB,RAB11FIP5
0.82,RHOB,RAI14
0.82,RHOB,ARHGEF26
0.82,RHOB,OSBPL3
0.82,RHOB,PLEKHG3
0.82,RHOB,CNNM3
0.82,RHOB,PALD1
0.82,RHOB,SPECC1
0.82,RHOB,FLVCR1
0.82,RHOB,SLCO4A1
0.82,RHOB,RELL1
0.82,RHOB,ARL13B
0.82,RHOB,DGKH
0.82,RHOB,SFXN1
0.82,RHOB,ARHGAP39
0.82,RHOB,RAB11FIP1
0.82,RHOBTB1,CST2
0.82,RHOBTB1,CST4
0.82,RHOBTB1,CST1
0.83,RHOBTB1,COPS7A
0.82,RHOBTB1,AMY1A
0.82,RHOBTB1,IGHA2
0.82,RHOBTB1,JCHAIN
0.82,RHOBTB1,BPIFA2
0.89,RHOBTB2,CUL3
0.82,RHOBTB2,HSP90AA1
0.82,RHOBTB2,DUSP14
0.82,RHOBTB2,ARIH1
0.82,RHOBTB3,RHOBTB3
0.82,RHOBTB3,PCYOX1
0.82,RHOBTB3,PBK
0.82,RHOBTB3,ARF5
0.82,RHOC,ARHGAP1
0.86,RHOC,DIAPH1
0.78,RHOC,CAV1
0.85,RHOC,DAAM1
0.82,RHOC,C1orf198
0.82,RHOC,ARHGEF1
0.82,RHOC,ZMYM4
0.82,RHOC,ARHGEF11
0.83,RHOC,ARHGEF12
0.82,RHOC,RTKN2
0.83,RHOC,RHOA
0.82,RHOC,DAAM2
0.82,RHOC,ACTR10
0.82,RHOC,GLB1
0.82,RHOC,CTSA
0.82,RHOC,RAP1GDS1
0.84,RHOD,DIAPH2
0.76,RHOD,CNKSR1
0.83,RHOD,PLXNB2
0.83,RHOD,CETN3
0.82,RHOD,PCBP3
0.83,RHOD,C1orf198
0.83,RHOD,TRMT61B
0.83,RHOD,SPTB
0.78,RHOF,DIAPH1
0.82,RHOF,NAA25
0.82,RHOF,RAP1GDS1
0.82,RHOF,CCT6B
0.78,RHOG,ELMOD2
0.86,RHOH,ARHGDIA
0.8,RHOJ,WAS
0.95,RHOJ,PAK1
0.83,RHOJ,CDC42
0.83,RHOJ,PRKCI
0.83,RHOJ,FAM177A1
0.83,RHOJ,AARSD1
0.87,RHOJ,PARD6B
0.83,RHOJ,USP24
0.83,RHOJ,PARD6G
0.78,RHOQ,PFN1
0.82,RHOQ,PRKCI
0.79,RHOQ,TRIP10
0.78,RHOQ,WASL
0.88,RHOQ,PARD6B
0.88,RHOT1,TRAK1
0.88,RHOT1,PRKN
0.86,RHOT1,PINK1
0.88,RHOT2,TRAK1
0.82,RHOT2,SAMM50
0.82,RHOT2,SARM1
0.82,RHOT2,FKRP
0.87,RHOT2,MRPL20
0.87,RHOT2,RHOT1
0.82,RHOT2,SGPP1
0.82,RHOT2,XPR1
0.83,RHOT2,AKAP1
0.82,RHOT2,IPO5
0.9,RHOU,NCK2
0.78,RHOU,MARCKS
0.78,RHOU,ESYT1
0.78,RHOU,FCHO2
0.87,RHOXF2,PLOD3
0.87,RHOXF2,EFEMP2
0.83,RHOXF2,DAZAP2
0.87,RHOXF2,CHAC1
0.81,RHPN1,RHOA
0.81,RHPN1,CNKSR1
0.82,RHPN1,SPAG5
0.82,RHPN1,NDUFB9
0.82,RHPN1,WWC1
0.87,RHPN1,GOLGA2
0.82,RHPN1,SNTB2
0.82,RHPN1,ZBTB10
0.82,RHPN1,MCMBP
0.82,RHPN1,PTPN21
0.82,RHPN1,PREP
0.82,RHPN1,PODXL2
0.82,RHPN1,PODXL
0.82,RHPN1,PTPN14
0.82,RHPN1,MAPK9
0.82,RHPN1,GORASP1
0.82,RHPN1,CTNNAL1
0.82,RHPN1,IFT81
0.82,RHPN1,UTRN
0.82,RHPN1,PPP4R3A
0.82,RHPN1,MELK
0.82,RHPN1,USP15
0.82,RHPN1,WWC2
0.82,RHPN1,USP47
0.82,RHPN1,IFT74
0.82,RHPN1,KLHL11
0.82,RHPN1,TTC19
0.82,RHPN1,MTMR4
0.82,RHPN1,LZTS2
0.82,RHPN1,DTNB
0.87,RHPN2,RHOB
0.85,RHPN2,RHOA
0.82,RIBC1,TNKS1BP1
0.82,RIBC1,CNOT6L
0.82,RIBC1,CNOT1
0.82,RIBC1,FHL2
0.82,RIBC1,CNOT10
0.82,RIBC1,BTG3
0.82,RIBC1,TOB2
0.82,RIBC1,CNOT3
0.87,RIBC1,CNOT2
0.82,RIBC1,DISC1
0.82,RIBC1,CNOT11
0.82,RIBC1,CNOT7
0.82,RIBC1,CNOT9
0.82,RIBC1,CNOT8
0.82,RIBC2,LRP2
0.83,RIC3,ATP9A
0.83,RIC3,RMND1
0.83,RIC3,SLC30A6
0.83,RIC3,DNAJC11
0.83,RIC3,LRBA
0.83,RIC3,TAPT1
0.83,RIC3,NCAPD3
0.83,RIC3,USP22
0.83,RIC3,NCAPH2
0.83,RIC3,TMUB1
0.83,RIC3,PHB
0.83,RIC3,PHB2
0.83,RIC3,ERLIN2
0.83,RIC3,SLC30A5
0.89,RIC8A,GNAQ
0.88,RIC8A,GNA13
0.9,RIC8A,GNAI1
0.95,RIC8A,GNAO1
0.78,RIC8A,GNAS
0.9,RIC8A,GNAI2
0.9,RIC8A,GNAI3
0.82,RIC8A,APEX1
0.86,RIC8B,GNAS
0.89,RICTOR,AKT1
0.88,RICTOR,RPS6KB1
0.88,RICTOR,RPTOR
0.96,RICTOR,MAPKAP1
0.9,RICTOR,MLST8
0.87,RICTOR,YWHAB
0.82,RICTOR,YWHAE
0.82,RICTOR,PREX1
0.87,RICTOR,YWHAZ
0.82,RICTOR,RPL26
0.82,RICTOR,TUBB
0.82,RICTOR,LOC100290337
0.82,RICTOR,HSPA4
0.9,RICTOR,MTOR
0.87,RICTOR,TELO2
0.82,RIDA,OGA
0.82,RIDA,CARM1
0.82,RIDA,ACOX1
0.82,RIDA,UBB
0.82,RIF1,TERF2IP
0.9,RILP,RAB7A
0.83,RILP,RAB34
0.77,RILP,RILP
0.82,RILPL1,RAB8A
0.88,RILPL2,RILPL2
0.83,RIMKLA,CBWD3
0.83,RIMKLA,MOCOS
0.82,RIMKLA,DHTKD1
0.88,RIMS1,RAB3A
0.86,RIMS1,YWHAH
0.9,RIMS1,UNC13B
0.8,RIMS2,RAB8A
0.82,RIMS2,RAB3A
0.8,RIMS2,RAB3B
0.85,RIMS2,YWHAH
0.8,RIMS2,RAB3D
0.82,RIMS2,RAB3C
0.92,RIMS2,RAPGEF4
0.88,RIN1,RAB5A
0.96,RIN1,ABL1
0.9,RIN1,HRAS
0.88,RIN1,RRAS2
0.89,RIN1,YWHAZ
0.85,RIN1,YWHAB
0.88,RIN1,YWHAE
0.89,RIN1,ABL2
0.86,RIN1,STAM2
0.86,RIN1,ERBB3
0.87,RIN1,NRAS
0.82,RIN1,RRAS
0.83,RIN1,YWHAH
0.83,RIN1,YWHAG
0.87,RIN1,ANKS1A
0.82,RIN1,ISCA1
0.82,RIN1,KRAS
0.78,RIN2,RAB5B
0.78,RIN2,RIN2
0.78,RIN3,RAB5B
0.89,RIN3,BIN1
0.83,RIN3,RAB5C
0.87,RIN3,CRK
0.82,RIN3,GRB2
0.85,RIN3,PLCG1
0.77,RIN3,CD2AP
0.83,RING1,RB1
0.89,RING1,RING1
0.9,RING1,BMI1
0.86,RING1,E2F1
0.87,RING1,UBE2D3
0.94,RING1,PHC2
0.87,RING1,USP7
0.76,RING1,USP11
0.89,RING1,PCGF6
0.89,RING1,PCGF3
0.83,RING1,WDR5
0.88,RING1,TP53
0.82,RING1,MGA
0.82,RING1,CSNK2B
0.82,RING1,BCORL1
0.82,RING1,FGG
0.82,RING1,FGA
0.82,RING1,FGB
0.82,RING1,FBRS
0.82,RING1,ACADS
0.88,RING1,KDM2B
0.83,RING1,HIST1H2AE
0.9,RINT1,ZW10
0.76,RINT1,UVRAG
0.87,RINT1,NBAS
0.87,RINT1,C19orf25
0.85,RINT1,NAPA
0.82,RINT1,SPAG5
0.82,RINT1,VAMP3
0.82,RINT1,SEC22B
0.82,RINT1,BNIP1
0.82,RINT1,SCFD2
0.85,RIOK1,WDR77
0.89,RIOK1,PRMT5
0.82,RIOK1,SERBP1
0.82,RIOK1,RPS20
0.78,RIOK1,COPRS
0.78,RIOK1,EPB41L3
0.82,RIOK2,HECTD1
0.82,RIOK2,HNRNPU
0.79,RIOK2,TSR1
0.79,RIOK2,BYSL
0.78,RIOK2,RTRAF
0.79,RIOK2,RPS8
0.79,RIOK2,RPS13
0.76,RIOK3,RUVBL2
0.76,RIOK3,SSR4
0.76,RIOK3,CALM1
0.76,RIOK3,FBL
0.76,RIOK3,PSMB1
0.76,RIOK3,PSMC4
0.76,RIOK3,MAGEA6
0.88,RIOK3,CASP10
0.77,RIOX2,MYC
0.87,RIOX2,RIOX2
0.96,RIPK1,TNFRSF1A
0.9,RIPK1,IKBKG
0.89,RIPK1,SQSTM1
0.89,RIPK1,TRAF1
0.9,RIPK1,TRAF2
0.88,RIPK1,TRAF3
0.83,RIPK1,TRAF5
0.89,RIPK1,FADD
0.88,RIPK1,HSP90AA1
0.9,RIPK1,RIPK1
0.84,RIPK1,TICAM1
0.82,RIPK1,TAX1BP1
0.89,RIPK1,BIRC2
0.89,RIPK1,BIRC3
0.87,RIPK1,MAP3K7
0.83,RIPK1,TAB2
0.83,RIPK1,CYLD
0.86,RIPK1,HSPA1A
0.82,RIPK1,HSP90AB1
0.77,RIPK1,CSNK1A1
0.82,RIPK1,PIDD1
0.78,RIPK1,XIAP
0.78,RIPK1,IKBKB
0.78,RIPK1,TAB1
0.78,RIPK1,MIB2
0.83,RIPK2,TNFRSF1A
0.88,RIPK2,IKBKG
0.83,RIPK2,CD40
0.86,RIPK2,TRAF1
0.89,RIPK2,BIRC2
0.89,RIPK2,TRAF2
0.84,RIPK2,TRAF6
0.83,RIPK2,TRAF5
0.77,RIPK2,CASP1
0.76,RIPK2,KCTD12
0.76,RIPK2,PHB2
0.76,RIPK2,RPS14
0.76,RIPK2,RPL38
0.88,RIPK2,RIPK2
0.86,RIPK2,VIM
0.78,RIPK2,ERLIN1
0.78,RIPK2,ERLIN2
0.78,RIPK2,TMUB1
0.86,RIPK3,TRAF2
0.9,RIPK3,RIPK1
0.86,RIPK3,CDC37
0.9,RIPK3,RIPK3
0.83,RIPK3,EPHA4
0.83,RIPK3,AMY1A
0.89,RIPK4,PRKCB
0.89,RIPK4,PRKCD
0.82,RIPK4,MADD
0.82,RIPK4,CUL1
0.83,RIPK4,YWHAB
0.83,RIPK4,YWHAH
0.84,RIPK4,UBA1
0.82,RIPK4,SKP1
0.85,RIPK4,FBXW11
0.82,RIPK4,CDC37
0.82,RIPK4,RBX1
0.82,RIPK4,TUBB4B
0.82,RIPK4,TUBA1B
0.82,RIPK4,TUBB
0.83,RIPK4,HSP90AA1
0.82,RIPK4,TUBB6
0.77,RIPK4,DVL2
0.82,RIPOR3,RHOA
0.82,RIPPLY1,TLE3
0.82,RIPPLY1,TLE2
0.87,RIPPLY1,AES
0.82,RIPPLY2,AES
0.82,RIPPLY2,TRIP6
0.82,RIPPLY2,TLE2
0.82,RIPPLY2,TLE3
0.82,RIPPLY2,EXOG
0.82,RIPPLY2,FERMT2
0.82,RIPPLY2,RBM23
0.77,RIT1,RLF
0.82,RIT1,CAMKV
0.82,RIT1,RIT2
0.85,RIT1,LZTR1
0.82,RIT1,MAD2L1BP
0.8,RIT2,SOS1
0.78,RIT2,POU4F1
0.83,RIT2,LZTR1
0.87,RLIM,UBE2D2
0.89,RLIM,UBE2E2
0.78,RLIM,UBE2E1
0.82,RMC1,DARS
0.83,RMDN2,RMDN3
0.9,RMDN3,YWHAG
0.78,RMDN3,PTPN1
0.9,RMI1,BLM
0.87,RMI1,RPA1
0.9,RMI1,TOP3A
0.87,RMI1,RPA2
0.9,RMI1,RMI2
0.83,RMI1,DCAF15
0.85,RMND5A,MAEA
0.83,RMND5A,TCEAL9
0.87,RMND5A,WDR26
0.83,RMND5A,TENT4A
0.83,RMND5A,ZMYND19
0.83,RMND5A,WARS2
0.83,RMND5A,YPEL5
0.87,RMND5A,GID4
0.87,RMND5A,RANBP10
0.83,RMND5A,HTRA2
0.82,RMND5A,DDX5
0.83,RMND5A,SKI
0.82,RMND5A,RMND5A
0.89,RMND5A,RMND5B
0.82,RMND5A,GDF15
0.83,RMND5B,ARMC8
0.82,RMND5B,WDR26
0.9,RNASE1,RNH1
0.82,RNASE1,BUD31
0.82,RNASE1,NMNAT1
0.82,RNASE1,C2orf49
0.83,RNASE13,COL14A1
0.83,RNASE13,CACNA2D2
0.82,RNASE13,CPE
0.83,RNASE13,PPM1A
0.83,RNASE13,SUSD1
0.82,RNASE13,APOD
0.82,RNASE3,EFR3B
0.82,RNASE3,ACTBL2
0.82,RNASE3,ACTB
0.82,RNASE3,ACTA2
0.82,RNASE3,UBAC1
0.82,RNASE3,BLK
0.82,RNASE3,RNH1
0.82,RNASE3,GTPBP2
0.82,RNASE3,GGPS1
0.83,RNASE7,RNH1
0.82,RNASE9,MAP2K1
0.87,RNASEH2A,RNASEH2B
0.87,RNASEH2A,RNASEH2C
0.82,RNASEH2A,RAD51
0.87,RNASEH2B,RNASEH2C
0.76,RNASEL,RNASEL
0.83,RNASET2,FBXO2
0.83,RNASET2,PDIA5
0.9,RND1,PLXNB1
0.79,RND1,GRB7
0.87,RND1,PLXNB2
0.79,RND1,UBXN11
0.82,RND1,ARHGAP35
0.82,RND1,RAI14
0.82,RND2,USP47
0.87,RND2,PLXNB2
0.85,RND3,ROCK1
0.89,RND3,ARHGAP5
0.83,RND3,PLEKHG5
0.78,RND3,YWHAB
0.79,RND3,YWHAZ
0.87,RND3,PLXNB2
0.82,RNF10,UBE2D1
0.87,RNF10,UBE2E3
0.82,RNF10,UBE2D4
0.96,RNF11,NEDD4
0.89,RNF11,STAMBP
0.89,RNF11,SMURF2
0.83,RNF11,EPS15
0.83,RNF11,RPS27A
0.82,RNF11,UBE2D1
0.83,RNF11,USP5
0.83,RNF11,GGA3
0.86,RNF11,UBE2N
0.87,RNF11,SDCBP
0.83,RNF11,QARS
0.83,RNF11,WWP2
0.81,RNF11,UBE2D2
0.85,RNF11,STAM2
0.89,RNF11,GGA1
0.88,RNF11,TAX1BP1
0.85,RNF11,ZFYVE9
0.89,RNF11,TNFAIP3
0.86,RNF11,WWP1
0.82,RNF11,HUWE1
0.83,RNF11,NEDD4L
0.86,RNF11,UBE2D3
0.76,RNF11,TMEM189-UBE2V1
0.84,RNF11,ANKRD13A
0.83,RNF11,SMURF1
0.82,RNF11,
0.82,RNF11,ACVR2A
0.82,RNF11,CSNK1G3
0.83,RNF11,SOAT1
0.82,RNF11,TNFRSF10B
0.93,RNF111,SMAD7
0.84,RNF111,SMAD3
0.76,RNF111,RNF111
0.88,RNF111,SKIL
0.83,RNF111,SMAD2
0.82,RNF111,PML
0.79,RNF111,SUMO1
0.82,RNF111,UBXN7
0.76,RNF113A,SNRNP200
0.76,RNF113A,IK
0.82,RNF113A,CSNK2A2
0.83,RNF113A,CSNK2A1
0.82,RNF113A,AASDH
0.86,RNF114,UBE2D1
0.82,RNF114,USO1
0.83,RNF114,IDI2
0.81,RNF115,UBE2D2
0.78,RNF115,UBE2I
0.82,RNF115,TAX1BP1
0.9,RNF123,UBAC1
0.78,RNF123,CDKN1B
0.76,RNF123,NFKB1
0.78,RNF123,UBE2D1
0.81,RNF125,UBE2D1
0.76,RNF125,RNF125
0.86,RNF125,DDX58
0.79,RNF126,UBE2D2
0.76,RNF126,RNF126
0.83,RNF126,CAPN15
0.83,RNF126,SKP2
0.83,RNF126,KLHL42
0.83,RNF126,UBB
0.83,RNF126,MINDY1
0.83,RNF126,GET4
0.83,RNF126,APOD
0.83,RNF126,TAX1BP1
0.83,RNF126,LRWD1
0.83,RNF126,SLC25A16
0.83,RNF126,KIAA0100
0.83,RNF126,CRYM
0.78,RNF128,RNF128
0.79,RNF128,OTUB1
0.79,RNF128,UBE2D1
0.78,RNF13,UBE2D1
0.78,RNF13,UBE2D2
0.76,RNF13,CD63
0.83,RNF13,AP3S1
0.83,RNF13,CLCN7
0.83,RNF13,TSPAN3
0.83,RNF13,AP3S2
0.83,RNF13,AP3D1
0.82,RNF13,HDGFL3
0.83,RNF13,NR2F2
0.83,RNF13,TYK2
0.82,RNF13,RNF167
0.82,RNF13,DCX
0.82,RNF13,AP1S2
0.78,RNF130,UBE2D1
0.78,RNF130,UBE2D2
0.78,RNF130,UBE2D3
0.78,RNF130,UBE2E1
0.79,RNF135,RNF135
0.82,RNF135,EPB41L5
0.82,RNF135,GTF2H2
0.82,RNF135,XRCC4
0.82,RNF135,IQCB1
0.82,RNF135,TES
0.82,RNF135,TXLNA
0.89,RNF138,UBE2K
0.85,RNF139,HM13
0.9,RNF14,AR
0.8,RNF14,UBE2E1
0.78,RNF14,UBE2D2
0.81,RNF144A,UBE2L3
0.83,RNF144A,CKAP4
0.76,RNF144A,RNF144A
0.81,RNF144A,PRKDC
0.86,RNF144B,UBE2L3
0.88,RNF144B,UBE2L6
0.76,RNF144B,BAX
0.86,RNF146,PARP1
0.76,RNF146,RNF146
0.83,RNF146,XRCC1
0.83,RNF146,PARP2
0.83,RNF146,HLTF
0.85,RNF146,UBE2D3
0.83,RNF146,CETN2
0.9,RNF146,TNKS
0.83,RNF146,CHD1L
0.83,RNF146,LIG3
0.83,RNF146,XPC
0.83,RNF146,SSRP1
0.83,RNF146,SUPT16H
0.82,RNF150,CNN1
0.78,RNF152,UBE2N
0.8,RNF152,RRAGA
0.78,RNF165,UBE2N
0.87,RNF165,UBE2D2
0.78,RNF166,UBE2D2
0.82,RNF166,LIG1
0.83,RNF166,TNKS2
0.83,RNF166,CHD1L
0.82,RNF166,NUP58
0.83,RNF166,TNKS
0.83,RNF166,MPDZ
0.82,RNF166,HERC2
0.82,RNF166,CENPF
0.82,RNF166,NUP54
0.83,RNF166,TJP1
0.82,RNF166,XRCC1
0.82,RNF166,HECTD2
0.83,RNF166,NF2
0.83,RNF166,PATJ
0.82,RNF166,PARP1
0.83,RNF166,KIF1A
0.83,RNF166,AMOTL1
0.82,RNF166,AMOT
0.82,RNF166,RNF114
0.85,RNF166,XAF1
0.76,RNF167,CCDC59
0.79,RNF167,UBE2D1
0.78,RNF167,UBE2N
0.78,RNF167,UBE2D3
0.85,RNF167,UBE2E3
0.78,RNF167,UBE2D4
0.79,RNF167,UBE2K
0.76,RNF167,RNF167
0.8,RNF168,H2AFX
0.78,RNF168,HIST2H2AA4
0.81,RNF168,HIST2H2AC
0.78,RNF168,HIST2H2BE
0.79,RNF168,UBB
0.79,RNF168,UBE2D3
0.78,RNF168,KDM1A
0.78,RNF168,HIST1H1C
0.76,RNF168,HIST1H2AE
0.82,RNF170,PDE3B
0.82,RNF170,TMBIM6
0.82,RNF170,ABCB10
0.83,RNF170,ERLIN1
0.82,RNF170,ST7L
0.82,RNF170,TYW1
0.82,RNF170,RDH14
0.82,RNF170,ASPHD2
0.88,RNF181,ITGA2B
0.79,RNF181,UBE2D2
0.78,RNF182,UBE2D1
0.83,RNF185,UBE2K
0.79,RNF185,UBE2D2
0.83,RNF185,RNF5
0.76,RNF185,RNF185
0.82,RNF185,TUSC3
0.87,RNF185,TMBIM6
0.82,RNF185,RHBDD1
0.85,RNF185,CANX
0.83,RNF185,TMEM259
0.82,RNF185,CCDC102A
0.82,RNF185,COA1
0.82,RNF185,PCNX3
0.78,RNF186,UBE2H
0.78,RNF187,JUN
0.86,RNF19A,UBE2L3
0.86,RNF19A,SOD1
0.8,RNF19A,VCP
0.87,RNF19B,UBE2L3
0.76,RNF19B,UBE2L6
0.82,RNF19B,FAM91A1
0.82,RNF19B,CDC27
0.82,RNF19B,VPS13A
0.82,RNF19B,USP22
0.82,RNF19B,PIK3R2
0.82,RNF19B,PIK3CA
0.82,RNF19B,PIK3CB
0.82,RNF19B,PIK3R1
0.82,RNF19B,USP4
0.82,RNF19B,UBB
0.82,RNF19B,ST7
0.82,RNF19B,USP46
0.82,RNF19B,MPP5
0.82,RNF19B,TUBB3
0.82,RNF19B,USP15
0.82,RNF19B,KIAA0753
0.82,RNF19B,ZMYM4
0.82,RNF19B,XPR1
0.82,RNF19B,NEK9
0.82,RNF19B,CPNE7
0.82,RNF19B,WDR20
0.82,RNF19B,AP3M1
0.87,RNF19B,AP1M1
0.82,RNF19B,LTN1
0.82,RNF19B,DDX49
0.82,RNF19B,VPS13C
0.82,RNF19B,DENND6A
0.82,RNF19B,WDR48
0.82,RNF19B,WDR11
0.82,RNF19B,HSDL1
0.82,RNF19B,USP12
0.9,RNF2,TFCP2
0.97,RNF2,RING1
